[2025-09-10 16:00:56+0300] [INFO] Starting model server on 37909 for compression
[2025-09-10 16:00:56+0300] [INFO] which python: /usr/bin/python
Python 3.6.8
[2025-09-10 16:00:56+0300] [INFO] which uvicorn: /export/home/proiecte/aux/ovidiu.ghibea/.local/bin/uvicorn
[2025-09-10 16:00:56+0300] [INFO] key env: MCP_TRANSPORT=stdio MCP_BASE_DIR=/export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp/MCP-main
[2025-09-10 16:00:56+0300] [INFO] SLURM_JOB_GPUS=1 CUDA_VISIBLE_DEVICES=0
[2025-09-10 16:00:56+0300] [INFO] Uvicorn (srun step) PID: 3088194
212925.0                   bash  CANCELLED      0:0                   00:06:45                       cpu=1,gre+    dgxa100-ncit-wn02 2025-09-10T16:07:41                                               
JobId=212925 JobName=compression
   UserId=ovidiu.ghibea(109059) GroupId=studfils(9016) MCS_label=N/A
   Priority=1 Nice=0 Account=student QOS=normal
   JobState=COMPLETING Reason=None Dependency=(null)
   Requeue=0 Restarts=0 BatchFlag=1 Reboot=0 ExitCode=0:0
   DerivedExitCode=0:0
   RunTime=00:06:45 TimeLimit=12:00:00 TimeMin=N/A
   SubmitTime=2025-09-10T16:00:44 EligibleTime=2025-09-10T16:00:44
   AccrueTime=2025-09-10T16:00:44
   StartTime=2025-09-10T16:00:56 EndTime=2025-09-10T16:07:41 Deadline=N/A
   SuspendTime=None SecsPreSuspend=0 LastSchedEval=2025-09-10T16:00:56 Scheduler=Backfill
   Partition=dgxa100 AllocNode:Sid=0.0.0.0:100821
   ReqNodeList=dgxa100-ncit-wn02 ExcNodeList=(null)
   NodeList=dgxa100-ncit-wn02
   BatchHost=dgxa100-ncit-wn02
   NumNodes=1 NumCPUs=1 NumTasks=1 CPUs/Task=1 ReqB:S:C:T=0:0:*:*
   ReqTRES=cpu=1,mem=40G,node=1,billing=1,gres/gpu=1
   AllocTRES=cpu=1,mem=40G,node=1,billing=1,gres/gpu=1
   Socks/Node=* NtasksPerN:B:S:C=0:0:*:* CoreSpec=*
   JOB_GRES=gpu:tesla_a100:1
     Nodes=dgxa100-ncit-wn02 CPU_IDs=255 Mem=40960 GRES=
   MinCPUsNode=24 MinMemoryNode=40G MinTmpDiskNode=0
   Features=(null) DelayBoot=00:00:00
   OverSubscribe=YES Contiguous=0 Licenses=(null) Network=(null)
   Command=/export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp/run_model_job.sh
   WorkDir=/export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp
   StdErr=/export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp/logs/compression/212925/compression.err
   StdIn=/dev/null
   StdOut=/export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp/logs/compression/212925/compression.out
   TresPerNode=gres/gpu:tesla_a100:1
   

-- ps (uvicorn srun) --
    PID    PPID    PGID     ELAPSED STAT CMD
3088194 3088169 3088169       06:45 Sl   srun --ntasks=1 --cpu-bind=none --gres=gpu:1 --gpu-bind=single:1 bash -lc PYTHONUNBUFFERED=1 uvicorn http_model_server:app --host 0.0.0.0 --port 37909 --log-level info
-- autossh tail --
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52660
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52662
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52664
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52666
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52668
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52670
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52672
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52674
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52676
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52678
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52680
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
[2025-09-10 16:07:41+0300] ========== END DIAGNOSTICS ==========
[2025-09-10 16:07:41+0300] ========== DIAGNOSTICS (rc=143) ==========
Wed Sep 10 16:07:41 EEST 2025
JobID                   JobName      State ExitCode DerivedExitCode    Elapsed  Timelimit    ReqTRES  AllocTRES             NodeList                 End                         Reason        Comment 
------------ ------------------ ---------- -------- --------------- ---------- ---------- ---------- ---------- -------------------- ------------------- ------------------------------ -------------- 
212925              compression CANCELLED+      0:0             0:0   00:06:45   12:00:00 billing=1+ billing=1+    dgxa100-ncit-wn02 2025-09-10T16:07:41                           None                
212925.batch              batch  CANCELLED      0:0                   00:06:45                       cpu=1,gre+    dgxa100-ncit-wn02 2025-09-10T16:07:41                                               
212925.exte+             extern  CANCELLED      0:0                   00:06:45                       billing=1+    dgxa100-ncit-wn02 2025-09-10T16:07:41                                               
212925.0                   bash  CANCELLED      0:0                   00:06:45                       cpu=1,gre+    dgxa100-ncit-wn02 2025-09-10T16:07:41                                               
JobId=212925 JobName=compression
   UserId=ovidiu.ghibea(109059) GroupId=studfils(9016) MCS_label=N/A
   Priority=1 Nice=0 Account=student QOS=normal
   JobState=COMPLETING Reason=None Dependency=(null)
   Requeue=0 Restarts=0 BatchFlag=1 Reboot=0 ExitCode=0:0
   DerivedExitCode=0:0
   RunTime=00:06:45 TimeLimit=12:00:00 TimeMin=N/A
   SubmitTime=2025-09-10T16:00:44 EligibleTime=2025-09-10T16:00:44
   AccrueTime=2025-09-10T16:00:44
   StartTime=2025-09-10T16:00:56 EndTime=2025-09-10T16:07:41 Deadline=N/A
   SuspendTime=None SecsPreSuspend=0 LastSchedEval=2025-09-10T16:00:56 Scheduler=Backfill
   Partition=dgxa100 AllocNode:Sid=0.0.0.0:100821
   ReqNodeList=dgxa100-ncit-wn02 ExcNodeList=(null)
   NodeList=dgxa100-ncit-wn02
   BatchHost=dgxa100-ncit-wn02
   NumNodes=1 NumCPUs=1 NumTasks=1 CPUs/Task=1 ReqB:S:C:T=0:0:*:*
   ReqTRES=cpu=1,mem=40G,node=1,billing=1,gres/gpu=1
   AllocTRES=cpu=1,mem=40G,node=1,billing=1,gres/gpu=1
   Socks/Node=* NtasksPerN:B:S:C=0:0:*:* CoreSpec=*
   JOB_GRES=gpu:tesla_a100:1
     Nodes=dgxa100-ncit-wn02 CPU_IDs=255 Mem=40960 GRES=
   MinCPUsNode=24 MinMemoryNode=40G MinTmpDiskNode=0
   Features=(null) DelayBoot=00:00:00
   OverSubscribe=YES Contiguous=0 Licenses=(null) Network=(null)
   Command=/export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp/run_model_job.sh
   WorkDir=/export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp
   StdErr=/export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp/logs/compression/212925/compression.err
   StdIn=/dev/null
   StdOut=/export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp/logs/compression/212925/compression.out
   TresPerNode=gres/gpu:tesla_a100:1
   

-- ps (uvicorn srun) --
    PID    PPID    PGID     ELAPSED STAT CMD
3088194 3088169 3088169       06:45 Sl   srun --ntasks=1 --cpu-bind=none --gres=gpu:1 --gpu-bind=single:1 bash -lc PYTHONUNBUFFERED=1 uvicorn http_model_server:app --host 0.0.0.0 --port 37909 --log-level info
-- autossh tail --
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52660
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52662
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52664
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52666
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52668
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52670
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52672
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52674
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52676
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52678
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
debug1: client_input_channel_open: ctype forwarded-tcpip rchan 2 win 2097152 max 32768
debug1: client_request_forwarded_tcpip: listen 0.0.0.0 port 23459, originator 172.17.0.4 port 52680
debug1: connect_next: host 127.0.0.1 ([127.0.0.1]:37909) in progress, fd=5
debug1: channel 0: new [172.17.0.4]
debug1: confirm forwarded-tcpip
debug1: channel 0: connected to 127.0.0.1 port 37909
debug1: channel 0: free: 172.17.0.4, nchannels 1
[2025-09-10 16:07:42+0300] ========== END DIAGNOSTICS ==========
